@relation encuesta

@attribute genero {F,M}
@attribute estadocivil {casado,viudo,divorciado,soltero}
@attribute fuma {SI,NO}
@attribute multivitaminico {SI,NO}
@attribute estatura {muyAlto,alto,mediano,bajo}
@attribute edadencuesta {adulto,adultoJoven,medioJoven,muyJoven}
@attribute edadmuerte {joven,anciano,mayor,muyMayor}

@data
F,viudo,SI,NO,alto,adultoJoven,joven
M,divorciado,SI,SI,alto,adultoJoven,joven
M,divorciado,SI,NO,alto,adultoJoven,joven
M,viudo,NO,NO,bajo,muyJoven,joven
M,soltero,NO,SI,alto,adultoJoven,muyMayor
F,viudo,NO,SI,mediano,medioJoven,joven
M,soltero,NO,SI,alto,adultoJoven,anciano
F,soltero,SI,NO,mediano,medioJoven,joven
M,casado,NO,SI,mediano,medioJoven,mayor
M,soltero,NO,SI,bajo,muyJoven,joven
M,soltero,NO,SI,alto,adultoJoven,muyMayor
F,casado,NO,NO,bajo,muyJoven,joven
M,casado,SI,NO,muyAlto,adulto,joven
F,soltero,NO,NO,alto,adultoJoven,muyMayor
M,viudo,SI,NO,muyAlto,adulto,joven
M,soltero,SI,SI,bajo,muyJoven,joven
F,casado,SI,NO,alto,adultoJoven,joven
F,casado,SI,NO,alto,adultoJoven,joven
M,casado,SI,SI,muyAlto,adulto,joven
F,casado,NO,NO,alto,adultoJoven,mayor
M,viudo,NO,SI,alto,adultoJoven,muyMayor
M,viudo,NO,NO,alto,adultoJoven,muyMayor
F,casado,NO,SI,mediano,medioJoven,mayor
F,casado,SI,SI,mediano,medioJoven,joven
M,viudo,SI,NO,bajo,muyJoven,joven
M,casado,SI,SI,muyAlto,adulto,joven
M,divorciado,SI,SI,alto,adultoJoven,joven
F,divorciado,SI,NO,alto,adultoJoven,joven
M,viudo,SI,SI,mediano,medioJoven,joven
F,divorciado,SI,SI,mediano,medioJoven,joven
M,soltero,SI,NO,alto,adultoJoven,joven
M,soltero,NO,NO,mediano,medioJoven,joven
F,casado,NO,NO,mediano,medioJoven,mayor
F,divorciado,NO,NO,bajo,muyJoven,joven
M,casado,NO,NO,alto,adultoJoven,muyMayor
M,casado,SI,SI,alto,adultoJoven,joven
F,viudo,SI,NO,mediano,medioJoven,joven
M,divorciado,NO,SI,alto,adultoJoven,muyMayor
M,casado,NO,NO,muyAlto,adulto,anciano
F,viudo,SI,SI,mediano,medioJoven,joven
F,divorciado,NO,SI,alto,adultoJoven,anciano
F,viudo,NO,NO,mediano,medioJoven,joven
F,viudo,SI,SI,mediano,medioJoven,joven
M,soltero,SI,NO,alto,adultoJoven,joven
F,soltero,NO,SI,bajo,muyJoven,joven
F,soltero,SI,NO,alto,adultoJoven,joven
M,casado,SI,SI,mediano,medioJoven,joven
M,casado,SI,NO,mediano,medioJoven,joven
F,casado,SI,SI,alto,adultoJoven,joven
M,soltero,NO,SI,alto,adultoJoven,muyMayor
M,soltero,SI,NO,alto,adultoJoven,joven
M,soltero,NO,SI,bajo,muyJoven,joven
F,viudo,NO,NO,muyAlto,adulto,anciano
F,casado,SI,SI,alto,adultoJoven,joven
M,casado,SI,NO,mediano,medioJoven,joven
F,soltero,NO,NO,bajo,muyJoven,joven
M,divorciado,SI,NO,alto,adultoJoven,joven
F,viudo,SI,NO,alto,adultoJoven,joven
M,casado,SI,SI,mediano,medioJoven,joven
F,casado,NO,NO,bajo,muyJoven,joven
F,soltero,NO,NO,mediano,medioJoven,mayor
M,casado,NO,SI,alto,adultoJoven,muyMayor
F,divorciado,NO,SI,muyAlto,adulto,anciano
F,casado,NO,SI,alto,adultoJoven,muyMayor
F,divorciado,NO,NO,alto,adultoJoven,muyMayor
M,viudo,NO,SI,mediano,medioJoven,mayor
F,soltero,NO,NO,muyAlto,adulto,anciano
M,soltero,SI,NO,bajo,muyJoven,joven
F,casado,NO,SI,muyAlto,adulto,anciano
M,divorciado,SI,SI,mediano,medioJoven,joven
F,casado,SI,SI,alto,adultoJoven,joven
F,casado,SI,NO,bajo,muyJoven,joven
F,divorciado,SI,SI,alto,adultoJoven,joven
M,soltero,SI,NO,mediano,medioJoven,joven
F,casado,NO,NO,alto,adultoJoven,muyMayor
F,soltero,SI,NO,mediano,medioJoven,joven
F,viudo,NO,NO,alto,adultoJoven,muyMayor
M,casado,NO,SI,alto,adultoJoven,mayor
M,viudo,SI,SI,mediano,medioJoven,joven
F,divorciado,SI,SI,alto,adultoJoven,joven
M,viudo,NO,SI,bajo,muyJoven,joven
F,viudo,NO,SI,alto,adultoJoven,muyMayor
M,casado,SI,NO,alto,adultoJoven,joven
M,viudo,NO,NO,alto,adultoJoven,muyMayor
F,divorciado,SI,SI,alto,adultoJoven,joven
F,viudo,NO,NO,bajo,muyJoven,joven
M,soltero,SI,NO,alto,adultoJoven,joven
F,viudo,NO,SI,bajo,muyJoven,joven
M,viudo,NO,SI,muyAlto,adulto,anciano
M,casado,NO,NO,mediano,medioJoven,mayor
F,divorciado,SI,SI,mediano,medioJoven,joven
F,casado,SI,SI,alto,adultoJoven,joven
F,soltero,NO,NO,mediano,medioJoven,mayor
F,casado,SI,SI,mediano,medioJoven,joven
M,viudo,SI,NO,alto,adultoJoven,joven
F,viudo,SI,NO,bajo,muyJoven,joven
M,divorciado,NO,SI,alto,adultoJoven,muyMayor
F,soltero,NO,SI,muyAlto,adulto,anciano
M,casado,NO,SI,alto,adultoJoven,anciano
M,casado,NO,NO,alto,adultoJoven,muyMayor
F,divorciado,SI,NO,bajo,muyJoven,joven
F,viudo,SI,SI,mediano,medioJoven,joven
M,viudo,SI,NO,muyAlto,adulto,joven
F,casado,SI,NO,bajo,muyJoven,joven
F,casado,SI,NO,mediano,medioJoven,joven
M,soltero,NO,NO,alto,adultoJoven,muyMayor
M,divorciado,SI,NO,mediano,medioJoven,joven
F,soltero,SI,SI,alto,adultoJoven,joven
F,soltero,NO,NO,alto,adultoJoven,anciano
M,viudo,NO,NO,alto,adultoJoven,muyMayor
M,viudo,NO,NO,bajo,muyJoven,joven
F,soltero,SI,SI,mediano,medioJoven,joven
F,casado,NO,SI,mediano,medioJoven,joven
F,viudo,SI,NO,alto,adultoJoven,joven
M,divorciado,NO,NO,mediano,medioJoven,mayor
F,soltero,NO,NO,mediano,medioJoven,joven
F,soltero,NO,NO,bajo,muyJoven,joven
M,divorciado,SI,NO,mediano,medioJoven,joven
M,divorciado,NO,NO,alto,adultoJoven,anciano
F,viudo,SI,SI,bajo,muyJoven,joven
M,viudo,NO,SI,alto,adultoJoven,muyMayor
M,casado,NO,NO,mediano,medioJoven,joven
M,viudo,NO,NO,muyAlto,adulto,anciano
M,casado,SI,NO,mediano,medioJoven,joven
F,viudo,NO,NO,muyAlto,adulto,anciano
F,casado,NO,SI,alto,adultoJoven,muyMayor
M,divorciado,NO,NO,mediano,medioJoven,mayor
F,casado,NO,NO,alto,adultoJoven,muyMayor
M,soltero,SI,SI,bajo,muyJoven,joven
F,viudo,NO,NO,alto,adultoJoven,muyMayor
M,casado,SI,SI,mediano,medioJoven,joven
F,casado,SI,NO,mediano,medioJoven,joven
F,casado,NO,SI,alto,adultoJoven,muyMayor
M,casado,NO,NO,bajo,muyJoven,joven
F,casado,SI,SI,alto,adultoJoven,joven
F,divorciado,SI,SI,mediano,medioJoven,joven
M,divorciado,SI,NO,mediano,medioJoven,joven
M,divorciado,SI,NO,muyAlto,adulto,joven
F,casado,SI,NO,alto,adultoJoven,joven
F,casado,SI,NO,mediano,medioJoven,joven
F,casado,SI,SI,alto,adultoJoven,joven
M,divorciado,SI,NO,alto,adultoJoven,joven
F,divorciado,NO,SI,mediano,medioJoven,mayor
F,viudo,NO,NO,muyAlto,adulto,anciano
F,casado,NO,SI,muyAlto,adulto,anciano
F,soltero,SI,NO,alto,adultoJoven,joven
F,casado,SI,SI,alto,adultoJoven,joven
M,casado,SI,NO,muyAlto,adulto,joven
M,casado,NO,NO,muyAlto,adulto,anciano
F,divorciado,NO,NO,alto,adultoJoven,muyMayor
M,viudo,SI,SI,mediano,medioJoven,joven
M,soltero,SI,SI,mediano,medioJoven,joven
F,divorciado,NO,SI,bajo,muyJoven,joven
F,casado,SI,SI,bajo,muyJoven,joven
F,divorciado,NO,NO,mediano,medioJoven,joven
M,viudo,SI,SI,bajo,muyJoven,joven
M,casado,SI,NO,muyAlto,adulto,joven
F,divorciado,SI,NO,mediano,medioJoven,joven
M,casado,NO,SI,mediano,medioJoven,mayor
M,soltero,SI,NO,mediano,medioJoven,joven
M,divorciado,NO,NO,bajo,muyJoven,joven
M,divorciado,NO,SI,mediano,medioJoven,joven
M,soltero,NO,SI,mediano,medioJoven,mayor
F,viudo,NO,NO,bajo,muyJoven,joven
M,soltero,NO,SI,muyAlto,adulto,anciano
F,viudo,SI,NO,bajo,muyJoven,joven
F,casado,SI,NO,bajo,muyJoven,joven
F,viudo,NO,SI,mediano,medioJoven,mayor
F,divorciado,SI,SI,bajo,muyJoven,joven
F,casado,NO,SI,mediano,medioJoven,mayor
M,soltero,NO,SI,alto,adultoJoven,anciano
M,viudo,SI,NO,mediano,medioJoven,joven
M,soltero,SI,NO,muyAlto,adulto,joven
M,divorciado,NO,SI,muyAlto,adulto,anciano
F,soltero,SI,SI,mediano,medioJoven,joven
F,divorciado,SI,SI,alto,adultoJoven,joven
F,soltero,NO,NO,mediano,medioJoven,mayor
M,divorciado,SI,SI,muyAlto,adulto,joven
F,viudo,NO,SI,alto,adultoJoven,muyMayor
F,viudo,SI,NO,alto,adultoJoven,joven
F,casado,SI,SI,mediano,medioJoven,joven
F,viudo,SI,SI,mediano,medioJoven,joven
F,divorciado,NO,SI,alto,adultoJoven,muyMayor
M,divorciado,SI,SI,mediano,medioJoven,joven
F,viudo,SI,NO,bajo,muyJoven,joven
M,divorciado,SI,SI,bajo,muyJoven,joven
M,soltero,SI,NO,muyAlto,adulto,joven
M,casado,SI,NO,muyAlto,adulto,joven
F,casado,SI,SI,alto,adultoJoven,joven
M,soltero,SI,SI,mediano,medioJoven,joven
M,divorciado,SI,NO,muyAlto,adulto,joven
F,soltero,NO,NO,muyAlto,adulto,anciano
M,divorciado,NO,SI,alto,adultoJoven,muyMayor
F,divorciado,NO,SI,muyAlto,adulto,anciano
F,casado,NO,NO,bajo,muyJoven,joven
M,divorciado,SI,SI,muyAlto,adulto,joven
F,casado,SI,NO,alto,adultoJoven,joven
F,divorciado,SI,SI,bajo,muyJoven,joven
F,soltero,SI,SI,bajo,muyJoven,joven
M,casado,NO,NO,alto,adultoJoven,mayor
M,casado,NO,NO,mediano,medioJoven,joven
M,soltero,NO,NO,muyAlto,adulto,anciano
F,casado,NO,SI,mediano,medioJoven,mayor
M,divorciado,NO,SI,mediano,medioJoven,joven
M,casado,NO,NO,muyAlto,adulto,anciano
F,divorciado,SI,NO,mediano,medioJoven,joven
F,soltero,NO,NO,alto,adultoJoven,mayor
F,divorciado,NO,SI,mediano,medioJoven,mayor
M,casado,SI,SI,mediano,medioJoven,joven
M,soltero,NO,SI,mediano,medioJoven,joven
F,soltero,NO,SI,bajo,muyJoven,joven
F,divorciado,SI,SI,alto,adultoJoven,joven
M,soltero,SI,NO,alto,adultoJoven,joven
F,casado,NO,SI,alto,adultoJoven,muyMayor
F,casado,NO,SI,mediano,medioJoven,mayor
M,casado,NO,NO,alto,adultoJoven,muyMayor
M,soltero,SI,NO,alto,adultoJoven,joven
M,soltero,SI,NO,bajo,muyJoven,joven
M,soltero,NO,SI,mediano,medioJoven,joven
F,soltero,SI,NO,alto,adultoJoven,joven
F,soltero,NO,NO,alto,adultoJoven,anciano
F,viudo,NO,NO,muyAlto,adulto,anciano
F,divorciado,SI,NO,bajo,muyJoven,joven
M,casado,NO,SI,alto,adultoJoven,muyMayor
F,casado,SI,NO,alto,adultoJoven,joven
F,viudo,NO,SI,alto,adultoJoven,muyMayor
M,divorciado,NO,SI,mediano,medioJoven,mayor
M,casado,SI,NO,muyAlto,adulto,joven
F,casado,SI,NO,bajo,muyJoven,joven
M,viudo,NO,SI,mediano,medioJoven,joven
M,casado,NO,NO,alto,adultoJoven,muyMayor
F,soltero,NO,SI,alto,adultoJoven,anciano
M,viudo,NO,NO,bajo,muyJoven,joven
M,soltero,SI,NO,alto,adultoJoven,joven
F,casado,NO,SI,alto,adultoJoven,mayor
M,casado,SI,SI,bajo,muyJoven,joven
M,divorciado,SI,SI,mediano,medioJoven,joven
F,soltero,NO,NO,alto,adultoJoven,mayor
F,soltero,SI,SI,mediano,medioJoven,joven
M,soltero,SI,NO,mediano,medioJoven,joven
F,divorciado,NO,SI,alto,adultoJoven,muyMayor
M,soltero,NO,NO,alto,adultoJoven,muyMayor
F,soltero,NO,NO,bajo,muyJoven,joven
M,divorciado,SI,NO,alto,adultoJoven,joven
M,casado,SI,NO,mediano,medioJoven,joven
M,viudo,SI,NO,mediano,medioJoven,joven
F,divorciado,NO,NO,alto,adultoJoven,muyMayor
F,soltero,NO,SI,bajo,muyJoven,joven
F,viudo,NO,NO,alto,adultoJoven,muyMayor
M,divorciado,NO,NO,mediano,medioJoven,joven
F,soltero,SI,NO,mediano,medioJoven,joven
M,soltero,NO,NO,alto,adultoJoven,anciano
F,divorciado,SI,SI,alto,adultoJoven,joven
F,viudo,SI,NO,alto,adultoJoven,joven
F,casado,NO,SI,alto,adultoJoven,muyMayor
F,viudo,NO,NO,alto,adultoJoven,muyMayor
F,viudo,SI,SI,alto,adultoJoven,joven
F,casado,NO,SI,alto,adultoJoven,muyMayor
M,casado,SI,NO,mediano,medioJoven,joven
F,casado,NO,SI,muyAlto,adulto,anciano
F,soltero,SI,NO,bajo,muyJoven,joven
F,viudo,NO,SI,mediano,medioJoven,mayor
F,divorciado,SI,SI,alto,adultoJoven,joven
F,soltero,NO,NO,mediano,medioJoven,joven
F,viudo,SI,SI,mediano,medioJoven,joven
F,casado,NO,SI,mediano,medioJoven,joven
F,soltero,SI,NO,mediano,medioJoven,joven
M,divorciado,NO,NO,bajo,muyJoven,joven
M,casado,NO,NO,alto,adultoJoven,mayor
F,divorciado,NO,SI,muyAlto,adulto,anciano
M,divorciado,NO,SI,bajo,muyJoven,joven
M,divorciado,SI,SI,bajo,muyJoven,joven
F,casado,NO,NO,alto,adultoJoven,muyMayor
M,soltero,SI,NO,bajo,muyJoven,joven
M,viudo,SI,SI,alto,adultoJoven,joven
F,viudo,SI,NO,alto,adultoJoven,joven
F,casado,SI,NO,mediano,medioJoven,joven
F,viudo,SI,NO,bajo,muyJoven,joven
F,divorciado,SI,NO,alto,adultoJoven,joven
M,soltero,SI,NO,mediano,medioJoven,joven
F,casado,SI,SI,mediano,medioJoven,joven
M,divorciado,NO,SI,mediano,medioJoven,mayor
F,divorciado,SI,SI,alto,adultoJoven,joven
M,casado,NO,SI,muyAlto,adulto,anciano
M,viudo,SI,NO,bajo,muyJoven,joven
M,viudo,SI,NO,alto,adultoJoven,joven
F,viudo,NO,NO,mediano,medioJoven,joven
M,casado,NO,SI,alto,adultoJoven,muyMayor
F,soltero,SI,NO,muyAlto,adulto,joven
M,soltero,NO,SI,alto,adultoJoven,muyMayor
M,viudo,NO,SI,alto,adultoJoven,muyMayor
M,divorciado,SI,SI,muyAlto,adulto,joven
M,casado,SI,SI,alto,adultoJoven,joven
M,casado,NO,NO,alto,adultoJoven,muyMayor
F,casado,NO,NO,alto,adultoJoven,mayor
F,casado,NO,SI,alto,adultoJoven,muyMayor
M,viudo,NO,NO,mediano,medioJoven,mayor
F,viudo,SI,NO,muyAlto,adulto,joven
M,divorciado,SI,SI,alto,adultoJoven,joven
F,viudo,SI,NO,mediano,medioJoven,joven
F,soltero,SI,NO,mediano,medioJoven,joven
M,casado,NO,NO,mediano,medioJoven,mayor
F,viudo,NO,NO,mediano,medioJoven,joven
M,soltero,NO,SI,bajo,muyJoven,joven
F,viudo,NO,SI,mediano,medioJoven,mayor
F,casado,NO,SI,alto,adultoJoven,muyMayor
M,soltero,NO,SI,muyAlto,adulto,anciano
M,soltero,NO,NO,alto,adultoJoven,muyMayor
M,soltero,NO,NO,mediano,medioJoven,mayor
F,viudo,NO,NO,alto,adultoJoven,anciano
M,casado,NO,NO,mediano,medioJoven,joven
M,casado,NO,SI,muyAlto,adulto,anciano
F,divorciado,NO,NO,alto,adultoJoven,muyMayor
M,divorciado,SI,SI,alto,adultoJoven,joven
F,viudo,NO,NO,alto,adultoJoven,muyMayor
M,viudo,SI,NO,bajo,muyJoven,joven
F,viudo,NO,SI,bajo,muyJoven,joven
F,casado,NO,NO,muyAlto,adulto,anciano
M,viudo,SI,NO,bajo,muyJoven,joven
F,soltero,NO,SI,alto,adultoJoven,muyMayor
F,viudo,NO,SI,alto,adultoJoven,anciano
F,viudo,NO,NO,alto,adultoJoven,muyMayor
F,soltero,SI,NO,alto,adultoJoven,joven
F,soltero,SI,SI,mediano,medioJoven,joven
F,divorciado,NO,NO,alto,adultoJoven,muyMayor
M,soltero,NO,SI,muyAlto,adulto,anciano
F,soltero,SI,SI,alto,adultoJoven,joven
M,divorciado,SI,SI,mediano,medioJoven,joven
M,casado,SI,NO,bajo,muyJoven,joven
F,divorciado,NO,NO,alto,adultoJoven,muyMayor
F,divorciado,NO,NO,mediano,medioJoven,mayor
F,casado,SI,SI,mediano,medioJoven,joven
M,casado,SI,SI,mediano,medioJoven,joven
F,soltero,NO,NO,bajo,muyJoven,joven
F,viudo,NO,SI,alto,adultoJoven,anciano
F,soltero,SI,NO,mediano,medioJoven,joven
F,soltero,SI,SI,mediano,medioJoven,joven
F,viudo,SI,NO,mediano,medioJoven,joven
F,casado,NO,NO,alto,adultoJoven,muyMayor
F,divorciado,NO,NO,bajo,muyJoven,joven
F,divorciado,NO,SI,alto,adultoJoven,muyMayor
M,soltero,NO,NO,alto,adultoJoven,muyMayor
M,divorciado,NO,SI,mediano,medioJoven,mayor
M,viudo,SI,SI,alto,adultoJoven,joven
M,casado,NO,NO,alto,adultoJoven,mayor
F,viudo,SI,NO,bajo,muyJoven,joven
F,viudo,NO,SI,mediano,medioJoven,mayor
F,casado,NO,SI,mediano,medioJoven,joven
M,casado,NO,NO,alto,adultoJoven,muyMayor
M,viudo,NO,SI,bajo,muyJoven,joven
F,divorciado,NO,SI,alto,adultoJoven,mayor
F,soltero,SI,SI,alto,adultoJoven,joven
M,divorciado,SI,NO,mediano,medioJoven,joven
F,viudo,NO,SI,muyAlto,adulto,anciano
M,viudo,SI,NO,bajo,muyJoven,joven
M,viudo,NO,SI,mediano,medioJoven,mayor
F,casado,SI,SI,mediano,medioJoven,joven
F,viudo,NO,NO,mediano,medioJoven,mayor
F,casado,NO,SI,alto,adultoJoven,muyMayor
M,soltero,NO,SI,muyAlto,adulto,anciano
F,divorciado,SI,NO,mediano,medioJoven,joven
F,casado,NO,SI,alto,adultoJoven,muyMayor
F,divorciado,SI,NO,muyAlto,adulto,joven
F,soltero,NO,SI,alto,adultoJoven,muyMayor
M,casado,SI,NO,mediano,medioJoven,joven
F,casado,NO,SI,alto,adultoJoven,muyMayor
F,divorciado,NO,SI,bajo,muyJoven,joven
M,casado,NO,SI,mediano,medioJoven,mayor
F,soltero,SI,NO,mediano,medioJoven,joven
F,casado,NO,NO,muyAlto,adulto,anciano
M,soltero,NO,NO,muyAlto,adulto,anciano
F,casado,NO,NO,mediano,medioJoven,mayor
F,divorciado,SI,NO,alto,adultoJoven,joven
F,casado,NO,NO,alto,adultoJoven,muyMayor
M,viudo,NO,SI,muyAlto,adulto,anciano
F,divorciado,NO,NO,mediano,medioJoven,joven
F,soltero,SI,SI,muyAlto,adulto,joven
M,casado,SI,NO,alto,adultoJoven,joven
M,divorciado,NO,SI,alto,adultoJoven,muyMayor
M,casado,NO,SI,alto,adultoJoven,muyMayor
M,viudo,NO,SI,alto,adultoJoven,muyMayor
M,divorciado,SI,NO,mediano,medioJoven,joven
M,casado,SI,NO,alto,adultoJoven,joven
F,casado,SI,SI,muyAlto,adulto,joven
F,viudo,SI,SI,mediano,medioJoven,joven
M,soltero,NO,SI,bajo,muyJoven,joven
F,divorciado,SI,SI,mediano,medioJoven,joven
M,divorciado,NO,NO,alto,adultoJoven,muyMayor
F,viudo,NO,SI,alto,adultoJoven,muyMayor
M,viudo,NO,NO,alto,adultoJoven,muyMayor
M,soltero,NO,NO,mediano,medioJoven,joven
M,viudo,SI,SI,alto,adultoJoven,joven
M,divorciado,SI,SI,muyAlto,adulto,joven
F,casado,NO,NO,alto,adultoJoven,muyMayor
F,soltero,NO,NO,muyAlto,adulto,anciano
F,soltero,SI,SI,muyAlto,adulto,joven
M,viudo,SI,NO,alto,adultoJoven,joven
F,divorciado,SI,NO,mediano,medioJoven,joven
M,viudo,NO,NO,muyAlto,adulto,anciano
F,divorciado,SI,SI,mediano,medioJoven,joven
M,divorciado,NO,SI,alto,adultoJoven,muyMayor
F,casado,NO,SI,alto,adultoJoven,muyMayor
M,casado,SI,NO,muyAlto,adulto,joven
F,casado,SI,SI,alto,adultoJoven,joven
F,divorciado,NO,SI,mediano,medioJoven,joven
M,soltero,NO,SI,alto,adultoJoven,muyMayor
M,divorciado,SI,SI,mediano,medioJoven,joven
M,casado,NO,NO,muyAlto,adulto,anciano
F,casado,SI,SI,muyAlto,adulto,joven
M,viudo,NO,SI,bajo,muyJoven,joven
F,viudo,SI,NO,mediano,medioJoven,joven
M,casado,SI,SI,muyAlto,adulto,joven
F,viudo,NO,NO,mediano,medioJoven,mayor
F,divorciado,NO,SI,mediano,medioJoven,mayor
M,casado,NO,NO,mediano,medioJoven,joven
M,viudo,SI,NO,mediano,medioJoven,joven
F,viudo,SI,NO,bajo,muyJoven,joven
F,divorciado,NO,SI,mediano,medioJoven,mayor
F,viudo,NO,SI,muyAlto,adulto,anciano
F,viudo,SI,SI,bajo,muyJoven,joven
F,soltero,SI,SI,mediano,medioJoven,joven
M,soltero,NO,NO,mediano,medioJoven,mayor
M,viudo,NO,NO,mediano,medioJoven,joven
F,viudo,NO,NO,mediano,medioJoven,mayor
F,casado,SI,SI,mediano,medioJoven,joven
M,divorciado,NO,NO,alto,adultoJoven,muyMayor
F,casado,NO,NO,mediano,medioJoven,mayor
F,soltero,NO,SI,mediano,medioJoven,mayor
F,casado,SI,SI,alto,adultoJoven,joven
M,soltero,SI,NO,mediano,medioJoven,joven
F,viudo,NO,SI,mediano,medioJoven,mayor
M,soltero,SI,NO,alto,adultoJoven,joven
M,soltero,NO,SI,alto,adultoJoven,muyMayor
F,casado,NO,NO,mediano,medioJoven,mayor
M,divorciado,NO,SI,mediano,medioJoven,mayor
M,divorciado,SI,NO,bajo,muyJoven,joven
M,soltero,NO,SI,mediano,medioJoven,mayor
M,viudo,NO,NO,alto,adultoJoven,muyMayor
F,soltero,NO,NO,bajo,muyJoven,joven
M,casado,NO,SI,alto,adultoJoven,muyMayor
M,casado,SI,SI,alto,adultoJoven,joven
M,viudo,NO,SI,alto,adultoJoven,muyMayor
F,soltero,SI,NO,muyAlto,adulto,joven
F,divorciado,SI,SI,mediano,medioJoven,joven
M,divorciado,NO,SI,alto,adultoJoven,muyMayor
M,divorciado,SI,SI,muyAlto,adulto,joven
M,casado,NO,SI,mediano,medioJoven,mayor
M,casado,NO,SI,mediano,medioJoven,mayor
F,casado,SI,SI,mediano,medioJoven,joven
M,casado,SI,SI,alto,adultoJoven,joven
M,viudo,NO,SI,mediano,medioJoven,joven
M,soltero,NO,NO,alto,adultoJoven,muyMayor
M,viudo,NO,SI,muyAlto,adulto,anciano
M,divorciado,NO,NO,muyAlto,adulto,anciano
M,soltero,NO,NO,alto,adultoJoven,muyMayor
M,soltero,NO,SI,mediano,medioJoven,joven
M,divorciado,SI,NO,bajo,muyJoven,joven
M,soltero,NO,SI,muyAlto,adulto,anciano
F,casado,SI,SI,alto,adultoJoven,joven
M,casado,SI,SI,muyAlto,adulto,joven
M,casado,SI,NO,mediano,medioJoven,joven
M,viudo,NO,SI,mediano,medioJoven,joven
F,viudo,SI,SI,mediano,medioJoven,joven
M,viudo,NO,SI,mediano,medioJoven,joven
F,soltero,SI,NO,bajo,muyJoven,joven
M,divorciado,NO,SI,mediano,medioJoven,mayor
F,divorciado,SI,NO,mediano,medioJoven,joven
F,viudo,NO,NO,alto,adultoJoven,muyMayor
M,casado,SI,SI,bajo,muyJoven,joven
F,viudo,NO,NO,muyAlto,adulto,anciano
M,casado,NO,SI,mediano,medioJoven,mayor
M,viudo,NO,SI,alto,adultoJoven,muyMayor
M,soltero,NO,NO,alto,adultoJoven,muyMayor
M,viudo,SI,NO,mediano,medioJoven,joven
F,viudo,NO,NO,muyAlto,adulto,anciano
M,viudo,SI,NO,muyAlto,adulto,joven
F,soltero,SI,NO,mediano,medioJoven,joven
M,viudo,NO,SI,mediano,medioJoven,mayor
F,soltero,NO,NO,mediano,medioJoven,joven
M,soltero,NO,SI,muyAlto,adulto,anciano
M,viudo,SI,NO,bajo,muyJoven,joven
M,soltero,SI,NO,mediano,medioJoven,joven
F,divorciado,SI,NO,bajo,muyJoven,joven
F,casado,SI,NO,bajo,muyJoven,joven
M,divorciado,NO,NO,muyAlto,adulto,anciano
F,soltero,NO,SI,alto,adultoJoven,muyMayor
M,casado,NO,SI,bajo,muyJoven,joven
F,casado,SI,SI,bajo,muyJoven,joven
M,divorciado,SI,SI,mediano,medioJoven,joven
M,viudo,SI,NO,bajo,muyJoven,joven
M,viudo,SI,NO,mediano,medioJoven,joven
M,viudo,SI,NO,mediano,medioJoven,joven
F,soltero,NO,NO,mediano,medioJoven,mayor
M,viudo,SI,NO,mediano,medioJoven,joven
F,casado,NO,SI,muyAlto,adulto,anciano
M,divorciado,SI,SI,alto,adultoJoven,joven
M,viudo,SI,SI,mediano,medioJoven,joven
F,soltero,NO,SI,mediano,medioJoven,mayor
F,soltero,SI,SI,mediano,medioJoven,joven
M,divorciado,NO,NO,mediano,medioJoven,joven
F,casado,SI,NO,mediano,medioJoven,joven
M,soltero,NO,NO,mediano,medioJoven,joven
M,soltero,SI,NO,mediano,medioJoven,joven
F,soltero,NO,NO,alto,adultoJoven,muyMayor
M,divorciado,NO,SI,mediano,medioJoven,mayor
M,soltero,NO,NO,mediano,medioJoven,joven
M,casado,SI,SI,mediano,medioJoven,joven
F,divorciado,SI,SI,alto,adultoJoven,joven
F,soltero,NO,SI,muyAlto,adulto,anciano
M,divorciado,SI,SI,alto,adultoJoven,joven
F,casado,NO,NO,alto,adultoJoven,muyMayor
M,casado,SI,NO,mediano,medioJoven,joven
F,viudo,NO,SI,mediano,medioJoven,mayor
M,soltero,NO,SI,alto,adultoJoven,muyMayor
M,soltero,SI,SI,alto,adultoJoven,joven
F,soltero,NO,NO,alto,adultoJoven,muyMayor
M,viudo,NO,SI,mediano,medioJoven,mayor
M,soltero,NO,NO,mediano,medioJoven,mayor
F,soltero,SI,SI,alto,adultoJoven,joven
F,soltero,NO,SI,mediano,medioJoven,joven
M,casado,NO,NO,mediano,medioJoven,mayor
F,divorciado,SI,NO,mediano,medioJoven,joven
M,casado,SI,NO,alto,adultoJoven,joven
F,divorciado,SI,SI,bajo,muyJoven,joven
M,divorciado,SI,SI,bajo,muyJoven,joven
M,viudo,SI,NO,mediano,medioJoven,joven
F,casado,SI,SI,mediano,medioJoven,joven
F,viudo,SI,SI,mediano,medioJoven,joven
F,casado,NO,SI,alto,adultoJoven,anciano
F,divorciado,SI,SI,mediano,medioJoven,joven
M,casado,NO,SI,mediano,medioJoven,mayor
F,casado,NO,NO,alto,adultoJoven,anciano
M,soltero,SI,NO,mediano,medioJoven,joven
F,divorciado,NO,NO,mediano,medioJoven,mayor
M,viudo,SI,NO,bajo,muyJoven,joven
F,viudo,SI,NO,alto,adultoJoven,joven
F,divorciado,SI,SI,alto,adultoJoven,joven
F,divorciado,NO,SI,muyAlto,adulto,anciano
